case_id,activity_id,time_stamp,product_id
684,8,2023-09-24 09:59:45,684
691,8,2023-09-24 10:00:05,691
698,8,2023-09-24 10:00:25,698
705,8,2023-09-24 10:00:45,705
712,8,2023-09-24 10:01:05,712
719,8,2023-09-24 10:01:25,719
726,8,2023-09-24 10:01:45,726
733,8,2023-09-24 10:02:05,733
740,8,2023-09-24 10:02:25,740
747,8,2023-09-24 10:02:45,747
754,8,2023-09-24 10:03:05,754
761,8,2023-09-24 10:03:25,761
768,8,2023-09-24 10:03:45,768
775,8,2023-09-24 10:04:05,775
782,8,2023-09-24 10:04:25,782
789,8,2023-09-24 10:04:45,789
796,8,2023-09-24 10:05:05,796
803,8,2023-09-24 10:05:25,803
810,8,2023-09-24 10:05:45,810
817,8,2023-09-24 10:06:05,817
824,8,2023-09-24 10:06:25,824
831,8,2023-09-24 10:06:45,831
838,8,2023-09-24 10:07:05,838
845,8,2023-09-24 10:07:25,845
852,8,2023-09-24 10:07:45,852
859,8,2023-09-24 10:08:05,859
866,8,2023-09-24 10:08:25,866
873,8,2023-09-24 10:08:45,873
880,8,2023-09-24 10:09:05,880
887,8,2023-09-24 10:09:25,887
894,8,2023-09-24 10:09:45,894
901,8,2023-09-24 10:10:05,901
908,8,2023-09-24 10:10:25,908
915,8,2023-09-24 10:10:45,915
922,8,2023-09-24 10:11:05,922
929,8,2023-09-24 10:11:25,929
936,8,2023-09-24 10:11:45,936
943,8,2023-09-24 10:12:05,943
950,8,2023-09-24 10:12:25,950
957,8,2023-09-24 10:12:45,957
964,8,2023-09-24 10:13:05,964
971,8,2023-09-24 10:13:25,971
978,8,2023-09-24 10:13:45,978
985,8,2023-09-24 10:14:05,985
992,8,2023-09-24 10:14:25,992
999,8,2023-09-24 10:14:45,999
1006,8,2023-09-24 10:15:05,1006
1013,8,2023-09-24 10:15:25,1013
1020,8,2023-09-24 10:15:45,1020
1027,8,2023-09-24 10:16:05,1027
1034,8,2023-09-24 10:16:25,1034
1041,8,2023-09-24 10:16:45,1041
1048,8,2023-09-24 10:17:05,1048
1055,8,2023-09-24 10:17:25,1055
1062,8,2023-09-24 10:17:45,1062
1069,8,2023-09-24 10:18:05,1069
1076,8,2023-09-24 10:18:25,1076
1083,8,2023-09-24 10:18:45,1083
1090,8,2023-09-24 10:19:05,1090
1097,8,2023-09-24 10:19:25,1097
1104,8,2023-09-24 10:19:45,1104
1111,8,2023-09-24 10:20:05,1111
1118,8,2023-09-24 10:20:25,1118
6,9,2023-09-24 09:30:45,6
13,9,2023-09-24 09:30:55,13
20,9,2023-09-24 09:31:05,20
27,9,2023-09-24 09:31:15,27
34,9,2023-09-24 09:31:25,34
41,9,2023-09-24 09:31:35,41
48,9,2023-09-24 09:31:45,48
55,9,2023-09-24 09:31:55,55
62,9,2023-09-24 09:32:05,62
69,9,2023-09-24 09:32:15,69
76,9,2023-09-24 09:32:25,76
83,9,2023-09-24 09:32:35,83
90,9,2023-09-24 09:32:45,90
97,9,2023-09-24 09:32:55,97
104,9,2023-09-24 09:33:05,104
111,9,2023-09-24 09:33:15,111
118,9,2023-09-24 09:33:25,118
125,9,2023-09-24 09:33:35,125
132,9,2023-09-24 09:33:45,132
139,9,2023-09-24 09:33:55,139
146,9,2023-09-24 09:34:05,146
153,9,2023-09-24 09:34:25,153
160,9,2023-09-24 09:34:45,160
167,9,2023-09-24 09:35:05,167
174,9,2023-09-24 09:35:25,174
181,9,2023-09-24 09:35:45,181
188,9,2023-09-24 09:36:05,188
195,9,2023-09-24 09:36:25,195
202,9,2023-09-24 09:36:45,202
209,9,2023-09-24 09:37:05,209
216,9,2023-09-24 09:37:25,216
223,9,2023-09-24 09:37:45,223
230,9,2023-09-24 09:38:05,230
237,9,2023-09-24 09:38:25,237
244,9,2023-09-24 09:38:45,244
251,9,2023-09-24 09:39:05,251
258,9,2023-09-24 09:39:25,258
265,9,2023-09-24 09:39:45,265
272,9,2023-09-24 09:40:05,272
279,9,2023-09-24 09:40:25,279
286,9,2023-09-24 09:40:45,286
293,9,2023-09-24 09:41:05,293
300,9,2023-09-24 09:41:25,300
307,9,2023-09-24 09:41:45,307
314,9,2023-09-24 09:42:05,314
321,9,2023-09-24 09:42:25,321
328,9,2023-09-24 09:42:45,328
335,9,2023-09-24 09:43:05,335
342,9,2023-09-24 09:43:25,342
349,9,2023-09-24 09:43:45,349
356,9,2023-09-24 09:44:05,356
363,9,2023-09-24 09:44:25,363
370,9,2023-09-24 09:44:45,370
377,9,2023-09-24 09:45:05,377
384,9,2023-09-24 09:45:25,384
391,9,2023-09-24 09:45:45,391
398,9,2023-09-24 09:46:05,398
405,9,2023-09-24 09:46:25,405
412,9,2023-09-24 09:46:45,412
419,9,2023-09-24 09:47:05,419
426,9,2023-09-24 09:47:25,426
433,9,2023-09-24 09:47:45,433
440,9,2023-09-24 09:48:05,440
447,9,2023-09-24 09:48:25,447
454,9,2023-09-24 09:48:45,454
461,9,2023-09-24 09:49:05,461
468,9,2023-09-24 09:49:25,468
475,9,2023-09-24 09:49:45,475
482,9,2023-09-24 09:50:05,482
489,9,2023-09-24 09:50:25,489
496,9,2023-09-24 09:50:45,496
503,9,2023-09-24 09:51:05,503
510,9,2023-09-24 09:51:25,510
517,9,2023-09-24 09:51:45,517
524,9,2023-09-24 09:52:05,524
531,9,2023-09-24 09:52:25,531
538,9,2023-09-24 09:52:45,538
545,9,2023-09-24 09:53:05,545
552,9,2023-09-24 09:53:25,552
