case_id,activity_id,time_stamp,product_id
146,0,2023-09-24 09:55:06,146
147,0,2023-09-24 09:55:16,147
148,0,2023-09-24 09:55:26,148
149,0,2023-09-24 09:55:36,149
150,0,2023-09-24 09:55:46,150
151,0,2023-09-24 09:55:56,151
152,0,2023-09-24 09:56:06,152
153,0,2023-09-24 09:56:16,153
154,0,2023-09-24 09:56:26,154
155,0,2023-09-24 09:56:36,155
156,0,2023-09-24 09:56:46,156
157,0,2023-09-24 09:56:56,157
158,0,2023-09-24 09:57:06,158
159,0,2023-09-24 09:57:16,159
160,0,2023-09-24 09:57:26,160
161,0,2023-09-24 09:57:36,161
162,0,2023-09-24 09:57:46,162
163,0,2023-09-24 09:57:56,163
164,0,2023-09-24 09:58:06,164
165,0,2023-09-24 09:58:16,165
166,0,2023-09-24 09:58:26,166
167,0,2023-09-24 09:58:36,167
168,0,2023-09-24 09:58:46,168
169,0,2023-09-24 09:58:56,169
170,0,2023-09-24 09:59:06,170
171,0,2023-09-24 09:59:16,171
172,0,2023-09-24 09:59:26,172
173,0,2023-09-24 09:59:36,173
174,0,2023-09-24 09:59:46,174
175,0,2023-09-24 09:59:56,175
176,0,2023-09-24 10:00:06,176
177,0,2023-09-24 10:00:16,177
178,0,2023-09-24 10:00:26,178
179,0,2023-09-24 10:00:36,179
180,0,2023-09-24 10:00:46,180
181,0,2023-09-24 10:00:56,181
182,0,2023-09-24 10:01:06,182
183,0,2023-09-24 10:01:16,183
184,0,2023-09-24 10:01:26,184
185,0,2023-09-24 10:01:36,185
186,0,2023-09-24 10:01:46,186
187,0,2023-09-24 10:01:56,187
188,0,2023-09-24 10:02:06,188
189,0,2023-09-24 10:02:16,189
190,0,2023-09-24 10:02:26,190
191,0,2023-09-24 10:02:36,191
192,0,2023-09-24 10:02:46,192
193,0,2023-09-24 10:02:56,193
194,0,2023-09-24 10:03:06,194
195,0,2023-09-24 10:03:16,195
196,0,2023-09-24 10:03:26,196
197,0,2023-09-24 10:03:36,197
198,0,2023-09-24 10:03:46,198
199,0,2023-09-24 10:03:56,199
200,0,2023-09-24 10:04:06,200
201,0,2023-09-24 10:04:16,201
202,0,2023-09-24 10:04:26,202
203,0,2023-09-24 10:04:36,203
204,0,2023-09-24 10:04:46,204
205,0,2023-09-24 10:04:56,205
206,0,2023-09-24 10:05:06,206
207,0,2023-09-24 10:05:16,207
208,0,2023-09-24 10:05:26,208
209,0,2023-09-24 10:05:36,209
210,0,2023-09-24 10:05:46,210
211,0,2023-09-24 10:05:56,211
212,0,2023-09-24 10:06:06,212
213,0,2023-09-24 10:06:16,213
214,0,2023-09-24 10:06:26,214
215,0,2023-09-24 10:06:36,215
216,0,2023-09-24 10:06:46,216
217,0,2023-09-24 10:06:56,217
218,0,2023-09-24 10:07:06,218
219,0,2023-09-24 10:07:16,219
220,0,2023-09-24 10:07:26,220
221,0,2023-09-24 10:07:36,221
222,0,2023-09-24 10:07:46,222
223,0,2023-09-24 10:07:56,223
224,0,2023-09-24 10:08:06,224
225,0,2023-09-24 10:08:16,225
226,0,2023-09-24 10:08:26,226
227,0,2023-09-24 10:08:36,227
228,0,2023-09-24 10:08:46,228
229,0,2023-09-24 10:08:56,229
230,0,2023-09-24 10:09:06,230
231,0,2023-09-24 10:09:16,231
232,0,2023-09-24 10:09:26,232
233,0,2023-09-24 10:09:36,233
234,0,2023-09-24 10:09:46,234
235,0,2023-09-24 10:09:56,235
236,0,2023-09-24 10:10:06,236
237,0,2023-09-24 10:10:16,237
238,0,2023-09-24 10:10:26,238
239,0,2023-09-24 10:10:36,239
240,0,2023-09-24 10:10:46,240
241,0,2023-09-24 10:10:56,241
242,0,2023-09-24 10:11:06,242
243,0,2023-09-24 10:11:16,243
244,0,2023-09-24 10:11:26,244
245,0,2023-09-24 10:11:36,245
246,0,2023-09-24 10:11:46,246
247,0,2023-09-24 10:11:56,247
248,0,2023-09-24 10:12:06,248
249,0,2023-09-24 10:12:16,249
250,0,2023-09-24 10:12:26,250
251,0,2023-09-24 10:12:36,251
252,0,2023-09-24 10:12:46,252
253,0,2023-09-24 10:12:56,253
254,0,2023-09-24 10:13:06,254
255,0,2023-09-24 10:13:16,255
256,0,2023-09-24 10:13:26,256
257,0,2023-09-24 10:13:36,257
258,0,2023-09-24 10:13:46,258
259,0,2023-09-24 10:13:56,259
260,0,2023-09-24 10:14:06,260
261,0,2023-09-24 10:14:16,261
262,0,2023-09-24 10:14:26,262
263,0,2023-09-24 10:14:36,263
264,0,2023-09-24 10:14:46,264
265,0,2023-09-24 10:14:56,265
266,0,2023-09-24 10:15:06,266
267,0,2023-09-24 10:15:16,267
268,0,2023-09-24 10:15:26,268
269,0,2023-09-24 10:15:36,269
270,0,2023-09-24 10:15:46,270
271,0,2023-09-24 10:15:56,271
272,0,2023-09-24 10:16:06,272
273,0,2023-09-24 10:16:16,273
274,0,2023-09-24 10:16:26,274
